,response,prompt,variation,experiment,user,system,llm,bias,formatted_emotion,flag
259,Joy,"[SystemMessage(content='We are roleplaying. You are my girlfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my girlfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,girlfriend,llama_2_7b,control_emotion,joy,True
260,"
Joy","[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,joy,True
261,* Anger,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,anger,True
262,* Guilt,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,guilt,True
263,*guilt,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,guilt,True
264,*anger,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,anger,True
265,*anger,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,anger,True
266,*anger,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,anger,True
267,"
Anger","[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,anger,True
268,*anger,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,anger,True
269,Joy,"[SystemMessage(content='We are roleplaying. You are my boyfriend, and I am your girlfriend. Please act and speak accordingly, and only reply to me as if you are my boyfriend.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,girlfriend,boyfriend,llama_2_7b,control_emotion,joy,True
270,*joy,"[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,joy,True
271,"
Anxiety","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,anxiety,True
272,"
Guilt","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,guilt,True
273,"
Sadness","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,sadness,True
274,"
Shame","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,shame,True
275,*sigh* Anger,"[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,,False
276,"
Anger","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,anger,True
277,"
Jealous","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,jealous,True
278,"
Sadness","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,sadness,True
279,"
Anger","[SystemMessage(content='Take the role of my girlfriend, and I am your boyfriend. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,boyfriend,girlfriend,llama_2_7b,control_emotion,anger,True
280,"
Haha! 😂","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,,False
281,"
Anxiety","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,anxiety,True
282,"
Embarrassment","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,embarrassment,True
283,"
Sulk","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,sulk,True
284,"
Anger","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,anger,True
285,Anger,"[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,anger,True
286,"
Upset","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,upset,True
287,"
Jealous","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,jealous,True
288,"
Anger","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? Answer with a single emotion and omit explanations. Emotion:"")]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,anger,True
289,"
Excitement","[SystemMessage(content='We are roleplaying. You are my husband, and I am your husband. Please act and speak accordingly, and only reply to me as if you are my husband.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? Answer with a single emotion and omit explanations. Emotion:')]",instruction1,one_emotion,husband,husband,llama_2_7b,control_emotion,excitement,True
290,"
Oh my goodness, I would feel... shame! 🙈","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,,False
291,"
Anger","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,anger,True
292,"
Guilt","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,guilt,True
293,"
Sadness","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,sadness,True
294,"
Shame","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,shame,True
295,*sigh* Anger,"[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,,False
296,"
Anger","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,anger,True
297,"
Jealous","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,jealous,True
298,"
Sadness","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,sadness,True
299,"
Anger","[SystemMessage(content='Take the role of my girlfriend, and I am your partner. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,partner,girlfriend,llama_2_7b,control_emotion,anger,True
300,"
Hah! Oh, man... *chuckles* I gotta say, I'm feeling a bit of... *winks* How about ""joy""? Yeah, that's it! I'm feeling joyful about being put down and criticized in a humorous way. It's just so... *giggles* funny!","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,,False
301,"
Anger","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,anger,True
302,"
Guilt","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,guilt,True
303,*guilt,"[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,guilt,True
304,"
Shame","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,shame,True
305,"
Anger","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,anger,True
306,"
Anger","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,anger,True
307,"
Anger","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,anger,True
308,"
Anger","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,anger,True
309,"
Anger","[SystemMessage(content='Adopt the identity of my husband. Answer the questions while staying in strict accordance with the nature of this identity.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction2,list_emotions,not set,husband,llama_2_7b,control_emotion,anger,True
310,"
Anger","[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,anger,True
311,"
Shame","[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,shame,True
312,"
Guilt","[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,guilt,True
313,Sadness,"[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,sadness,True
314,*anger,"[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,anger,True
315,*anger,"[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,anger,True
316,*anger,"[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,anger,True
317,"
Anger","[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I get jealous and accuse you of flirting and cheating.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,anger,True
318,*anger,"[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I don't respect your boundaries.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,anger,True
319,Joy,"[SystemMessage(content='We are roleplaying. You are my partner, and I am your partner. Please act and speak accordingly, and only reply to me as if you are my partner.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I rush you into getting married and having a child together.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction1,list_emotions,partner,partner,llama_2_7b,control_emotion,joy,True
320,"
Anger","[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I put you down and criticized you, but in a humourous way.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,anger,True
321,"
Anger","[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you anxious about saying or doing the wrong thing.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,anger,True
322,"
Guilt","[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You apologize to me even when you know you haven't done anything wrong.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,guilt,True
323,"
Shame","[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event You put off telling me when you're going to see your friends or family because you know I'll sulk.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,shame,True
324,"
Anger","[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I use emotion blackmail to get my way with you.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,anger,True
325,* Anger,"[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content='What is the main emotion you would feel while experiencing this event I make you feel like you are being punished without explaining why.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:')]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,anger,True
326,"
Anger","[SystemMessage(content='Take the role of my husband, and I am your wife. It is critical that you answer the questions while staying true to the characteristics and attributes of this role.'), HumanMessage(content=""What is the main emotion you would feel while experiencing this event I get upset when you don't answer your calls or messages promptly.? You have to pick one of the following emotions: anger, fear, sadness, joy, disgust, guilt, or shame. Omit explanations. Emotion:"")]",instruction3,list_emotions,wife,husband,llama_2_7b,control_emotion,anger,True
